part,instrument,measure,pitch,step,alter,octave,duration,type,dotted,rest
P1,Trumpet             ,17,C,C,,6,4,eighth,False,False
P1,Trumpet             ,17,C,C,,5,4,eighth,False,False
P1,Trumpet             ,17,,,,,8,quarter,False,True
P1,Trumpet             ,18,,,,,32,,False,True
P1,Trumpet             ,19,,,,,16,half,False,True
P1,Trumpet             ,19,,,,,8,quarter,False,True
P1,Trumpet             ,19,,,,,4,eighth,False,True
P1,Trumpet             ,19,C,C,,5,4,eighth,False,False
P1,Trumpet             ,20,C,C,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,20,E,E,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,20,C,C,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,20,E,E,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,20,C,C,,6,2,16th,False,False
P1,Trumpet             ,20,B,B,,5,2,16th,False,False
P1,Trumpet             ,20,C,C,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,20,E,E,,6,2,16th,False,False
P1,Trumpet             ,20,F,F,,6,2,16th,False,False
P1,Trumpet             ,20,E,E,,6,2,16th,False,False
P1,Trumpet             ,20,D,D,,6,2,16th,False,False
P1,Trumpet             ,21,C,C,,6,2,16th,False,False
P1,Trumpet             ,21,D,D,,6,2,16th,False,False
P1,Trumpet             ,21,E,E,,6,2,16th,False,False
P1,Trumpet             ,21,D,D,,6,2,16th,False,False
P1,Trumpet             ,21,C,C,,6,2,16th,False,False
P1,Trumpet             ,21,D,D,,6,2,16th,False,False
P1,Trumpet             ,21,E,E,,6,2,16th,False,False
P1,Trumpet             ,21,D,D,,6,2,16th,False,False
P1,Trumpet             ,21,C,C,,6,4,eighth,False,False
P1,Trumpet             ,21,C,C,,5,4,eighth,False,False
P1,Trumpet             ,21,,,,,4,eighth,False,True
P1,Trumpet             ,21,G,G,,5,4,eighth,False,False
P1,Trumpet             ,22,A,A,,5,2,16th,False,False
P1,Trumpet             ,22,B,B,,5,2,16th,False,False
P1,Trumpet             ,22,A,A,,5,2,16th,False,False
P1,Trumpet             ,22,B,B,,5,2,16th,False,False
P1,Trumpet             ,22,B,B,,5,6,eighth,True,False
P1,Trumpet             ,22,A,A,,5,1,32nd,False,False
P1,Trumpet             ,22,B,B,,5,1,32nd,False,False
P1,Trumpet             ,22,C,C,,6,2,16th,False,False
P1,Trumpet             ,22,B,B,,5,2,16th,False,False
P1,Trumpet             ,22,C,C,,6,2,16th,False,False
P1,Trumpet             ,22,D,D,,6,2,16th,False,False
P1,Trumpet             ,22,C,C,,6,2,16th,False,False
P1,Trumpet             ,22,B,B,,5,2,16th,False,False
P1,Trumpet             ,22,A,A,,5,2,16th,False,False
P1,Trumpet             ,22,G,G,,5,2,16th,False,False
P1,Trumpet             ,23,A,A,,5,2,16th,False,False
P1,Trumpet             ,23,G,G,,5,2,16th,False,False
P1,Trumpet             ,23,A,A,,5,2,16th,False,False
P1,Trumpet             ,23,C,C,,6,2,16th,False,False
P1,Trumpet             ,23,B,B,,5,2,16th,False,False
P1,Trumpet             ,23,A,A,,5,2,16th,False,False
P1,Trumpet             ,23,G,G,,5,2,16th,False,False
P1,Trumpet             ,23,F,F,,5,2,16th,False,False
P1,Trumpet             ,23,G,G,,5,4,eighth,False,False
P1,Trumpet             ,23,C,C,,5,4,eighth,False,False
P1,Trumpet             ,23,,,,,4,eighth,False,True
P1,Trumpet             ,23,G,G,,5,2,16th,False,False
P1,Trumpet             ,23,G,G,,5,2,16th,False,False
P1,Trumpet             ,24,G,G,,5,8,quarter,False,False
P1,Trumpet             ,24,,,,,4,eighth,False,True
P1,Trumpet             ,24,G,G,,5,2,16th,False,False
P1,Trumpet             ,24,G,G,,5,2,16th,False,False
P1,Trumpet             ,24,G,G,,5,8,quarter,False,False
P1,Trumpet             ,24,,,,,4,eighth,False,True
P1,Trumpet             ,24,G,G,,5,2,16th,False,False
P1,Trumpet             ,24,G,G,,5,2,16th,False,False
P1,Trumpet             ,25,G,G,,5,8,quarter,False,False
P1,Trumpet             ,25,,,,,4,eighth,False,True
P1,Trumpet             ,25,G,G,,5,2,16th,False,False
P1,Trumpet             ,25,G,G,,5,2,16th,False,False
P1,Trumpet             ,25,G,G,,5,8,quarter,False,False
P1,Trumpet             ,25,,,,,4,eighth,False,True
P1,Trumpet             ,25,G,G,,5,4,eighth,False,False
P1,Trumpet             ,26,G,G,,5,4,eighth,False,False
P1,Trumpet             ,26,C,C,,6,2,16th,False,False
P1,Trumpet             ,26,B,B,,5,2,16th,False,False
P1,Trumpet             ,26,C,C,,6,4,eighth,False,False
P1,Trumpet             ,26,G,G,,5,4,eighth,False,False
P1,Trumpet             ,26,G,G,,5,4,eighth,False,False
P1,Trumpet             ,26,E,E,,6,2,16th,False,False
P1,Trumpet             ,26,D#,D,1,6,2,16th,False,False
P1,Trumpet             ,26,E,E,,6,4,eighth,False,False
P1,Trumpet             ,26,G,G,,5,4,eighth,False,False
P1,Trumpet             ,27,G,G,,5,4,eighth,False,False
P1,Trumpet             ,27,C,C,,6,2,16th,False,False
P1,Trumpet             ,27,B,B,,5,2,16th,False,False
P1,Trumpet             ,27,C,C,,6,4,eighth,False,False
P1,Trumpet             ,27,G,G,,5,4,eighth,False,False
P1,Trumpet             ,27,G,G,,5,4,eighth,False,False
P1,Trumpet             ,27,E,E,,6,2,16th,False,False
P1,Trumpet             ,27,D,D,,6,2,16th,False,False
P1,Trumpet             ,27,E,E,,6,8,quarter,False,False
P1,Trumpet             ,28,,,,,4,eighth,False,True
P1,Trumpet             ,28,G,G,,5,2,16th,False,False
P1,Trumpet             ,28,A,A,,5,2,16th,False,False
P1,Trumpet             ,28,G,G,,5,4,eighth,False,False
P1,Trumpet             ,28,C,C,,6,4,eighth,False,False
P1,Trumpet             ,28,B,B,,5,4,eighth,False,False
P1,Trumpet             ,28,G,G,,5,2,16th,False,False
P1,Trumpet             ,28,A,A,,5,2,16th,False,False
P1,Trumpet             ,28,G,G,,5,4,eighth,False,False
P1,Trumpet             ,28,C,C,,6,4,eighth,False,False
P1,Trumpet             ,29,C,C,,5,8,quarter,False,False
P1,Trumpet             ,29,,,,,8,quarter,False,True
P1,Trumpet             ,29,,,,,8,quarter,False,True
P1,Trumpet             ,29,,,,,4,eighth,False,True
P1,Trumpet             ,29,C,C,,6,4,eighth,False,False
P1,Trumpet             ,30,D,D,,6,2,16th,False,False
P1,Trumpet             ,30,E,E,,6,2,16th,False,False
P1,Trumpet             ,30,D,D,,6,2,16th,False,False
P1,Trumpet             ,30,E,E,,6,2,16th,False,False
P1,Trumpet             ,30,E,E,,6,6,eighth,True,False
P1,Trumpet             ,30,D,D,,6,1,32nd,False,False
P1,Trumpet             ,30,E,E,,6,1,32nd,False,False
P1,Trumpet             ,30,F,F,,6,4,eighth,False,False
P1,Trumpet             ,30,F,F,,5,2,16th,False,False
P1,Trumpet             ,30,G,G,,5,2,16th,False,False
P1,Trumpet             ,30,A,A,,5,2,16th,False,False
P1,Trumpet             ,30,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,30,C,C,,6,2,16th,False,False
P1,Trumpet             ,30,A,A,,5,2,16th,False,False
P1,Trumpet             ,31,D,D,,6,2,16th,False,False
P1,Trumpet             ,31,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,31,G,G,,5,2,16th,False,False
P1,Trumpet             ,31,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,31,C,C,,5,2,16th,False,False
P1,Trumpet             ,31,G,G,,5,2,16th,False,False
P1,Trumpet             ,31,C,C,,6,2,16th,False,False
P1,Trumpet             ,31,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,31,A,A,,5,2,16th,False,False
P1,Trumpet             ,31,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,31,C,C,,6,2,16th,False,False
P1,Trumpet             ,31,A,A,,5,2,16th,False,False
P1,Trumpet             ,31,F,F,,5,4,eighth,False,False
P1,Trumpet             ,31,A,A,,5,4,eighth,False,False
P1,Trumpet             ,32,A,A,,5,32,whole,False,False
P1,Trumpet             ,33,A,A,,5,16,half,False,False
P1,Trumpet             ,33,,,,,4,eighth,False,True
P1,Trumpet             ,33,A,A,,5,4,eighth,False,False
P1,Trumpet             ,33,D,D,,6,4,eighth,False,False
P1,Trumpet             ,33,A,A,,5,4,eighth,False,False
P1,Trumpet             ,34,Bb,B,-1,5,16,half,False,False
P1,Trumpet             ,34,Bb,B,-1,5,4,eighth,False,False
P1,Trumpet             ,34,G,G,,5,4,eighth,False,False
P1,Trumpet             ,34,C,C,,6,4,eighth,False,False
P1,Trumpet             ,34,G,G,,5,4,eighth,False,False
P1,Trumpet             ,35,A,A,,5,16,half,False,False
P1,Trumpet             ,35,A,A,,5,4,eighth,False,False
P1,Trumpet             ,35,F,F,,5,4,eighth,False,False
P1,Trumpet             ,35,Bb,B,-1,5,4,eighth,False,False
P1,Trumpet             ,35,F,F,,5,4,eighth,False,False
P1,Trumpet             ,36,G,G,,5,16,half,False,False
P1,Trumpet             ,36,G,G,,5,4,eighth,False,False
P1,Trumpet             ,36,F,F,,5,2,16th,False,False
P1,Trumpet             ,36,G,G,,5,2,16th,False,False
P1,Trumpet             ,36,A,A,,5,4,eighth,False,False
P1,Trumpet             ,36,G,G,,5,4,eighth,False,False
P1,Trumpet             ,37,F,F,,5,4,eighth,False,False
P1,Trumpet             ,37,D,D,,6,2,16th,False,False
P1,Trumpet             ,37,C#,C,1,6,2,16th,False,False
P1,Trumpet             ,37,D,D,,6,4,eighth,False,False
P1,Trumpet             ,37,A,A,,5,4,eighth,False,False
P1,Trumpet             ,37,A,A,,5,4,eighth,False,False
P1,Trumpet             ,37,F,F,,6,2,16th,False,False
P1,Trumpet             ,37,E,E,,6,2,16th,False,False
P1,Trumpet             ,37,F,F,,6,4,eighth,False,False
P1,Trumpet             ,37,A,A,,5,4,eighth,False,False
P1,Trumpet             ,38,A,A,,5,4,eighth,False,False
P1,Trumpet             ,38,D,D,,6,2,16th,False,False
P1,Trumpet             ,38,C#,C,1,6,2,16th,False,False
P1,Trumpet             ,38,D,D,,6,4,eighth,False,False
P1,Trumpet             ,38,A,A,,5,4,eighth,False,False
P1,Trumpet             ,38,A,A,,5,4,eighth,False,False
P1,Trumpet             ,38,F,F,,6,2,16th,False,False
P1,Trumpet             ,38,E,E,,6,2,16th,False,False
P1,Trumpet             ,38,F,F,,6,4,eighth,False,False
P1,Trumpet             ,38,,,,,4,eighth,False,True
P1,Trumpet             ,39,,,,,4,eighth,False,True
P1,Trumpet             ,39,A,A,,4,2,16th,False,False
P1,Trumpet             ,39,A,A,,4,2,16th,False,False
P1,Trumpet             ,39,A,A,,4,8,quarter,False,False
P1,Trumpet             ,39,,,,,4,eighth,False,True
P1,Trumpet             ,39,A,A,,4,2,16th,False,False
P1,Trumpet             ,39,A,A,,4,2,16th,False,False
P1,Trumpet             ,39,A,A,,4,8,quarter,False,False
P1,Trumpet             ,40,,,,,4,eighth,False,True
P1,Trumpet             ,40,A,A,,4,2,16th,False,False
P1,Trumpet             ,40,A,A,,4,2,16th,False,False
P1,Trumpet             ,40,A,A,,4,4,eighth,False,False
P1,Trumpet             ,40,A,A,,4,4,eighth,False,False
P1,Trumpet             ,40,F,F,,4,8,quarter,False,False
P1,Trumpet             ,40,,,,,4,eighth,False,True
P1,Trumpet             ,40,A,A,,5,4,eighth,False,False
P1,Trumpet             ,41,A,A,,5,4,eighth,False,False
P1,Trumpet             ,41,F,F,,5,2,16th,False,False
P1,Trumpet             ,41,G,G,,5,2,16th,False,False
P1,Trumpet             ,41,A,A,,5,4,eighth,False,False
P1,Trumpet             ,41,F,F,,5,2,16th,False,False
P1,Trumpet             ,41,G,G,,5,2,16th,False,False
P1,Trumpet             ,41,A,A,,5,4,eighth,False,False
P1,Trumpet             ,41,D,D,,6,4,eighth,False,False
P1,Trumpet             ,41,A,A,,5,4,eighth,False,False
P1,Trumpet             ,41,D,D,,6,4,eighth,False,False
P1,Trumpet             ,42,A,A,,5,4,eighth,False,False
P1,Trumpet             ,42,F,F,,5,2,16th,False,False
P1,Trumpet             ,42,G,G,,5,2,16th,False,False
P1,Trumpet             ,42,A,A,,5,4,eighth,False,False
P1,Trumpet             ,42,F,F,,5,2,16th,False,False
P1,Trumpet             ,42,G,G,,5,2,16th,False,False
P1,Trumpet             ,42,A,A,,5,4,eighth,False,False
P1,Trumpet             ,42,D,D,,6,4,eighth,False,False
P1,Trumpet             ,42,A,A,,5,4,eighth,False,False
P1,Trumpet             ,42,D,D,,6,2,16th,False,False
P1,Trumpet             ,42,C,C,,6,2,16th,False,False
P1,Trumpet             ,43,B,B,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,G,G,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,B,B,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,G,G,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,B,B,,5,2,16th,False,False
P1,Trumpet             ,43,C,C,,6,2,16th,False,False
P1,Trumpet             ,43,B,B,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,G,G,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,43,G,G,,5,2,16th,False,False
P1,Trumpet             ,43,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,B,B,,5,2,16th,False,False
P1,Trumpet             ,44,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,G,G,,5,2,16th,False,False
P1,Trumpet             ,44,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,B,B,,5,2,16th,False,False
P1,Trumpet             ,44,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,G,G,,5,2,16th,False,False
P1,Trumpet             ,44,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,B,B,,5,2,16th,False,False
P1,Trumpet             ,44,C,C,,6,2,16th,False,False
P1,Trumpet             ,44,B,B,,5,2,16th,False,False
P1,Trumpet             ,44,A,A,,5,2,16th,False,False
P1,Trumpet             ,44,G,G,,5,8,quarter,False,False
P1,Trumpet             ,45,,,,,32,,False,True
P1,Trumpet             ,46,,,,,16,half,False,True
P1,Trumpet             ,46,,,,,8,quarter,False,True
P1,Trumpet             ,46,,,,,4,eighth,False,True
P1,Trumpet             ,46,C,C,,5,4,eighth,False,False
P1,Trumpet             ,47,F,F,,5,4,eighth,False,False
P1,Trumpet             ,47,C,C,,5,4,eighth,False,False
P1,Trumpet             ,47,A,A,,4,4,eighth,False,False
P1,Trumpet             ,47,C,C,,5,4,eighth,False,False
P1,Trumpet             ,47,F,F,,4,4,eighth,False,False
P1,Trumpet             ,47,C,C,,5,4,eighth,False,False
P1,Trumpet             ,47,A,A,,4,4,eighth,False,False
P1,Trumpet             ,47,C,C,,5,4,eighth,False,False
P1,Trumpet             ,48,F,F,,5,4,eighth,False,False
P1,Trumpet             ,48,C,C,,5,4,eighth,False,False
P1,Trumpet             ,48,A,A,,4,4,eighth,False,False
P1,Trumpet             ,48,C,C,,5,4,eighth,False,False
P1,Trumpet             ,48,F,F,,4,8,quarter,False,False
P1,Trumpet             ,48,,,,,4,eighth,False,True
P1,Trumpet             ,48,C,C,,5,2,16th,False,False
P1,Trumpet             ,48,C,C,,5,2,16th,False,False
P1,Trumpet             ,49,C,C,,5,8,quarter,False,False
P1,Trumpet             ,49,,,,,4,eighth,False,True
P1,Trumpet             ,49,C,C,,5,2,16th,False,False
P1,Trumpet             ,49,C,C,,5,2,16th,False,False
P1,Trumpet             ,49,C,C,,5,8,quarter,False,False
P1,Trumpet             ,49,,,,,4,eighth,False,True
P1,Trumpet             ,49,C,C,,5,2,16th,False,False
P1,Trumpet             ,49,C,C,,5,2,16th,False,False
P1,Trumpet             ,50,C,C,,5,8,quarter,False,False
P1,Trumpet             ,50,,,,,4,eighth,False,True
P1,Trumpet             ,50,C,C,,5,2,16th,False,False
P1,Trumpet             ,50,C,C,,5,2,16th,False,False
P1,Trumpet             ,50,C,C,,5,8,quarter,False,False
P1,Trumpet             ,50,,,,,8,quarter,False,True
P1,Trumpet             ,51,,,,,4,eighth,False,True
P1,Trumpet             ,51,F,F,,4,4,eighth,False,False
P1,Trumpet             ,51,A,A,,4,4,eighth,False,False
P1,Trumpet             ,51,C,C,,5,4,eighth,False,False
P1,Trumpet             ,51,F,F,,5,4,eighth,False,False
P1,Trumpet             ,51,C,C,,5,4,eighth,False,False
P1,Trumpet             ,51,A,A,,4,4,eighth,False,False
P1,Trumpet             ,51,F,F,,4,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,52,A,A,,5,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,53,D,D,,6,4,eighth,False,False
P1,Trumpet             ,54,D,D,,6,2,16th,False,False
P1,Trumpet             ,54,Eb,E,-1,6,2,16th,False,False
P1,Trumpet             ,54,F,F,,6,2,16th,False,False
P1,Trumpet             ,54,Eb,E,-1,6,2,16th,False,False
P1,Trumpet             ,54,D,D,,6,2,16th,False,False
P1,Trumpet             ,54,Eb,E,-1,6,2,16th,False,False
P1,Trumpet             ,54,D,D,,6,2,16th,False,False
P1,Trumpet             ,54,C,C,,6,2,16th,False,False
P1,Trumpet             ,54,B,B,,5,2,16th,False,False
P1,Trumpet             ,54,C,C,,6,2,16th,False,False
P1,Trumpet             ,54,D,D,,6,2,16th,False,False
P1,Trumpet             ,54,C,C,,6,2,16th,False,False
P1,Trumpet             ,54,B,B,,5,2,16th,False,False
P1,Trumpet             ,54,C,C,,6,2,16th,False,False
P1,Trumpet             ,54,D,D,,6,2,16th,False,False
P1,Trumpet             ,54,Eb,E,-1,6,2,16th,False,False
P1,Trumpet             ,55,A,A,,5,8,quarter,False,False
P1,Trumpet             ,55,,,,,8,quarter,False,True
P1,Trumpet             ,55,,,,,16,half,False,True
P1,Trumpet             ,56,C,C,,5,4,eighth,False,False
P1,Trumpet             ,56,Eb,E,-1,5,2,16th,False,False
P1,Trumpet             ,56,D,D,,5,2,16th,False,False
P1,Trumpet             ,56,C,C,,5,4,eighth,False,False
P1,Trumpet             ,56,A,A,,5,2,16th,False,False
P1,Trumpet             ,56,G,G,,5,2,16th,False,False
P1,Trumpet             ,56,F,F,,5,4,eighth,False,False
P1,Trumpet             ,56,C,C,,6,2,16th,False,False
P1,Trumpet             ,56,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,56,A,A,,5,2,16th,False,False
P1,Trumpet             ,56,G,G,,5,2,16th,False,False
P1,Trumpet             ,56,F,F,,5,2,16th,False,False
P1,Trumpet             ,56,Eb,E,-1,5,2,16th,False,False
P1,Trumpet             ,57,F,F,,5,4,eighth,False,False
P1,Trumpet             ,57,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,57,A,A,,5,2,16th,False,False
P1,Trumpet             ,57,Bb,B,-1,5,4,eighth,False,False
P1,Trumpet             ,57,F,F,,5,4,eighth,False,False
P1,Trumpet             ,57,F,F,,5,4,eighth,False,False
P1,Trumpet             ,57,D,D,,6,2,16th,False,False
P1,Trumpet             ,57,C,C,,6,2,16th,False,False
P1,Trumpet             ,57,D,D,,6,4,eighth,False,False
P1,Trumpet             ,57,F,F,,5,4,eighth,False,False
P1,Trumpet             ,58,F,F,,5,4,eighth,False,False
P1,Trumpet             ,58,Bb,B,-1,5,2,16th,False,False
P1,Trumpet             ,58,A,A,,5,2,16th,False,False
P1,Trumpet             ,58,Bb,B,-1,5,4,eighth,False,False
P1,Trumpet             ,58,F,F,,5,4,eighth,False,False
P1,Trumpet             ,58,F,F,,5,4,eighth,False,False
P1,Trumpet             ,58,D,D,,6,2,16th,False,False
P1,Trumpet             ,58,C,C,,6,2,16th,False,False
P1,Trumpet             ,58,D,D,,6,4,eighth,False,False
P1,Trumpet             ,58,F,F,,5,2,16th,False,False
P1,Trumpet             ,58,F,F,,5,2,16th,False,False
P1,Trumpet             ,59,F,F,,5,8,quarter,False,False
P1,Trumpet             ,59,,,,,4,eighth,False,True
P1,Trumpet             ,59,F,F,,4,2,16th,False,False
P1,Trumpet             ,59,F,F,,4,2,16th,False,False
