0.0.2
5.-1.-2.-2.-2
-1.-2.-2.-2
-2.-2.-2
-3.-2.2
-1.-2.2.-2
2.-2.-1
4.-4.-5.-3
4.-4.-5
-4.-5.-3
-2.2.1
2.2.1.-1.-2.2.-2.-2
2.2.1.-1.-2.2.-2
2.2.1.-1.-2.2
2.1.-1.-2.2.-2.-2
2.1.-1.-2.2.-2
2.1.-1.-2.2
1.-1.-2.2.-2
1.-1.-2.2
2.-2.-1.1.-1
2.-2.-1.1
-2.-1.1.-1
-1.1.-1
-10.10.0.0
10.0.0
-2.-17.0.2
-2.-17.0
-17.0.2
0.4.-4
4.-4.5.-5.4
-4.5.-5.4
2.-2.5
2.2.5.-7
2.2.5
2.5.-7
3.2.0
-5.-3.-4.7
-3.-4.7
-5.-4.-3.7
-5.-4.-3
-4.-3.7
-2.-5.-3.-4.7
-2.-5.-3.-4
5.12.-2
-2.-1.0.1.2.-2.5
-2.-1.0.1.2.-2
-2.-1.0.1.2
-2.-1.0.1
-2.-1.0
-1.0.1.2.-2.5
-1.0.1.2.-2
0.1.2.-2.5
0.1.2.-2
1.2.-2.5
10.-10.10.-10
10.-10.10
-10.10.-10
1.2.-7.2.2.1
1.2.-7.2.2
1.2.-7.2
2.-7.2.2.1
2.-7.2.2
-7.2.2.1
